SPD UNION GRUENE FDP LINKE state ewb
0.41622394769105 0.310067174090723 0.107120964446261 0.0772629750715161 0.0627490294237842 Hamburg West
0.558603912083585 0.248674644579753 0.0623514687891103 0.0618733564889683 0.0446964690000422 Niedersachsen West
0.411369712308543 0.405492757836414 0.0412811874754177 0.0777171651532511 0.0406826615592455 Niedersachsen West
0.466259671347807 0.30489922351405 0.058403133725049 0.0892194857690545 0.0483532663805198 Niedersachsen West
0.439972013506525 0.282967785112402 0.110637909530618 0.0931341830681714 0.052219146411949 Niedersachsen West
0.461997123103336 0.287463458772215 0.0719514175676303 0.103452275996473 0.0487100366572317 Niedersachsen West
0.442763504950855 0.308468903293092 0.0792500651827238 0.0892609188641835 0.0515458916693447 Niedersachsen West
0.418699269549206 0.354854214477684 0.0682792095696501 0.0911608007202962 0.0395418266008652 Niedersachsen West
0.339771640699702 0.486641543393892 0.0461893244839417 0.0846054333764554 0.0275437313684684 Niedersachsen West
0.253169034099881 0.57167669852017 0.0330135351072766 0.101503830631154 0.0227500963184256 Niedersachsen West
0.416880287957072 0.33411919403897 0.0735167155892627 0.10686820119805 0.0436783593884897 Niedersachsen West
0.405378214783977 0.352135222415528 0.078010794226034 0.0941132004157611 0.0408368582243443 Niedersachsen West
0.392028542607693 0.355416089006823 0.0799431533022267 0.105777592264079 0.0388038341706295 Niedersachsen West
0.386253072879785 0.325710864321203 0.109299527337835 0.0967892364289539 0.0548023281921968 Niedersachsen West
0.373895309313392 0.405924802593735 0.0663010510903101 0.100474559431052 0.0329380850284997 Niedersachsen West
0.400119495492656 0.357376876965602 0.0967388235603091 0.0920180950317451 0.0368663291903852 Niedersachsen West
0.469647536351025 0.325251759749268 0.0607370395108668 0.0805888095360427 0.036081282433335 Niedersachsen West
0.464471466236367 0.261587114063018 0.110619660274604 0.0889582042674581 0.0480197092596061 Niedersachsen West
0.451115075215463 0.253559150588123 0.138545447089459 0.0798903720106894 0.0544654268588574 Niedersachsen West
0.445826669036195 0.324689941892714 0.0706119305728334 0.0980392156862745 0.0352951947051823 Niedersachsen West
0.405466662752121 0.363653445289334 0.0647133084759696 0.0950940958867913 0.0416077038254896 Niedersachsen West
0.463690552121627 0.323607519337593 0.060935162528557 0.0813280606742355 0.0417077385163108 Niedersachsen West
0.473946345455475 0.29356554651936 0.0623753260702777 0.0969899237890645 0.0451191754897448 Niedersachsen West
0.468280131033699 0.303795637032521 0.0776488338207484 0.0857196002852153 0.0370159865246102 Niedersachsen West
0.470038130757884 0.324311837234546 0.0706059172256395 0.0718583873751009 0.0377466670377689 Niedersachsen West
0.477135041209759 0.313270481602367 0.0546939206800197 0.0738018644187193 0.0504614084110174 Niedersachsen West
0.444844116453572 0.289194412539461 0.0991836145174935 0.084898588003879 0.0556820292028034 Niedersachsen West
0.467132405522856 0.318719401507234 0.0570507178612685 0.078167115902965 0.0451551240442269 Niedersachsen West
0.459248097465819 0.313020167154346 0.0572307979838686 0.0943995701411642 0.0490716567670644 Niedersachsen West
0.420923469988066 0.304971453224189 0.106824892564391 0.0895343429759243 0.0519220748659506 Niedersachsen West
0.396942513692737 0.23816344722049 0.165899804720709 0.0885506566845801 0.0814969007785409 Bremen West
0.466676596758818 0.215479027645377 0.115598188751192 0.0723486653956149 0.0878991897044805 Bremen West
0.365951991227151 0.219474435368774 0.0444286762512196 0.0640305114538901 0.26581410912844 Brandenburg East
0.362422301905594 0.205866257177629 0.0374012693071086 0.0537862761273881 0.292185674962631 Brandenburg East
0.361297249676513 0.22028466811662 0.0653470253007736 0.0795418880599069 0.220290174269746 Brandenburg East
0.346622589768221 0.187065648461691 0.0484058795434177 0.0656484616912005 0.297803489301871 Brandenburg East
0.37571407747784 0.201871351523944 0.0447153060728689 0.0658998937994128 0.26496005330853 Brandenburg East
0.371526681204101 0.190831390831391 0.086883725593403 0.078467052660601 0.235902448805675 Brandenburg East
0.369415453415528 0.213338579824742 0.0461691243980588 0.0673487105498198 0.255747718713111 Brandenburg East
0.353266051875412 0.189595479300392 0.0452965909163632 0.0634651444076821 0.290972040010495 Brandenburg East
0.359107325383305 0.199209540034072 0.0429437819420784 0.069458262350937 0.275366269165247 Brandenburg East
0.316892085545441 0.238457234103533 0.0322774358204474 0.0715903972922439 0.273402846965375 Brandenburg East
0.330429802881427 0.264384531918741 0.03454096087769 0.0630839713062873 0.275054252818133 Sachsen-Anhalt East
0.333053645698143 0.268198308594057 0.0366592016225907 0.0744230687971218 0.25124199419296 Sachsen-Anhalt East
0.340709908176285 0.253961945798211 0.0394068062498693 0.0724828658481318 0.257524733836725 Sachsen-Anhalt East
0.373290990144772 0.207265435135901 0.060734147396043 0.0637384264436194 0.266985731538221 Sachsen-Anhalt East
0.332508691199169 0.250508489245993 0.0294635258139434 0.0761940481514072 0.272889228683121 Sachsen-Anhalt East
0.316301110715691 0.252217997465146 0.0411195814368753 0.0882953417370619 0.260315795388563 Sachsen-Anhalt East
0.314138560530864 0.253104458342299 0.0337412453927686 0.100529614693164 0.256283534744251 Sachsen-Anhalt East
0.335991726207384 0.203742143174485 0.0721189212023219 0.0897881297295723 0.267630971369473 Sachsen-Anhalt East
0.295806483592743 0.260487095601599 0.0331978454115859 0.0898317967020257 0.266303162486369 Sachsen-Anhalt East
0.307605255988432 0.244063960433389 0.0295701741517698 0.0866148332879267 0.286816019447995 Sachsen-Anhalt East
0.347319097184963 0.193490002503845 0.18105662267053 0.0753085094967271 0.1501520191723 Berlin Berlin
0.345698843669176 0.143526519061482 0.15762401271152 0.0570568654968047 0.243855905173914 Berlin Berlin
0.334430022026127 0.327087979830163 0.102476900272902 0.107644035629684 0.0616593015362877 Berlin Berlin
0.362315466272801 0.293587794035259 0.105390676726741 0.0989006191747732 0.0726348032974149 Berlin Berlin
0.303756338329042 0.320075778869613 0.159405461925053 0.129448073485266 0.0520164599799872 Berlin Berlin
0.320030620056137 0.272620566471039 0.194360806328145 0.123379688696096 0.0583822403674407 Berlin Berlin
0.34464909442839 0.273327447894676 0.168354617784626 0.10009266824221 0.067965849833581 Berlin Berlin
0.346402773150347 0.284169933435885 0.130703849943644 0.0853140706189258 0.0869090573982576 Berlin Berlin
0.372596539263206 0.110377277043944 0.218361885028552 0.045645712312379 0.207884707884708 Berlin Berlin
0.366233800863954 0.151931896965495 0.083115567169751 0.0563169964268572 0.284484827475868 Berlin Berlin
0.341093535075653 0.140983493810179 0.0521870701513067 0.0498005502063274 0.344167812929849 Berlin Berlin
0.344051994011161 0.126228392541173 0.0635973866884443 0.0470191915067374 0.355362733088335 Berlin Berlin
0.332542962642138 0.328211829133113 0.143632132606094 0.114921856074231 0.0599384832223633 Nordrhein-Westfalen West
0.409556313993174 0.343213486120783 0.0593327155839746 0.093485430131972 0.0633269831768816 Nordrhein-Westfalen West
0.325407444310014 0.43202619030674 0.0515977510497473 0.10717386662871 0.0511920859725286 Nordrhein-Westfalen West
0.376741580438938 0.385335793844329 0.057154155407632 0.0942331773545113 0.0548144730771766 Nordrhein-Westfalen West
0.409464770256904 0.335514310347563 0.0679047281536452 0.112065545676217 0.0468266519975246 Nordrhein-Westfalen West
0.349133355028355 0.374516530005815 0.0692088963813771 0.132122680010883 0.0466851963488346 Nordrhein-Westfalen West
0.396030259576834 0.271458254075093 0.13261976529806 0.110364051388604 0.0610166515466331 Nordrhein-Westfalen West
0.331630741204075 0.293691377312479 0.165945082756354 0.143749891906538 0.0480684418976023 Nordrhein-Westfalen West
0.408194180229691 0.251151976326358 0.154181638836046 0.0966110054252096 0.0620658070880011 Nordrhein-Westfalen West
0.319284869353384 0.346913319981729 0.133375496293173 0.137199442511975 0.0444409308644578 Nordrhein-Westfalen West
0.34665632743885 0.37681990076589 0.0820676207975815 0.122120890297421 0.043098846389418 Nordrhein-Westfalen West
0.305159230415778 0.410464554590761 0.0815474156720902 0.146959718180426 0.0345617776311604 Nordrhein-Westfalen West
0.341770360250588 0.398472596585804 0.0670223633521643 0.115995273787985 0.0445051631404694 Nordrhein-Westfalen West
0.335931748794476 0.369543755528291 0.0880018261192113 0.140856564042571 0.0409735498045482 Nordrhein-Westfalen West
0.417564742843553 0.296978458688496 0.0992327237680398 0.100227804688771 0.0554241297735722 Nordrhein-Westfalen West
0.403721446159097 0.287964114190985 0.0928167434603476 0.106493332358175 0.0708756917526025 Nordrhein-Westfalen West
0.383900946304435 0.328864830621122 0.0719372373340573 0.12609662147257 0.0575927779946039 Nordrhein-Westfalen West
0.35788514352472 0.376766916833343 0.069716375824969 0.12320555871577 0.0439045574374125 Nordrhein-Westfalen West
0.386147922636103 0.35343541069723 0.0657085721107927 0.118396310888252 0.049755253104107 Nordrhein-Westfalen West
0.336362287443986 0.354001839926403 0.0962518918598095 0.142345015876784 0.0485503160518741 Nordrhein-Westfalen West
0.387437549529683 0.321841298280674 0.0957998828515315 0.10474451297247 0.05904971918823 Nordrhein-Westfalen West
0.352950919229283 0.403411914094849 0.0601532355521203 0.11293914131655 0.0397749927921628 Nordrhein-Westfalen West
0.345285629287665 0.390246525064696 0.0624735661187535 0.120567172524534 0.0525953591065169 Nordrhein-Westfalen West
0.334961864699854 0.385584667911644 0.0718188620401285 0.136840649148951 0.0431780883934129 Nordrhein-Westfalen West
0.336912299147448 0.396825215423647 0.0665756211286599 0.128391351054833 0.0435818609860346 Nordrhein-Westfalen West
0.330765058238214 0.444377693918379 0.0556718829286502 0.106916845046106 0.0381450093612752 Nordrhein-Westfalen West
0.444680929591674 0.331250076891847 0.0627991092848443 0.0893729316093156 0.0474145885363483 Nordrhein-Westfalen West
0.438434451717332 0.305648241491431 0.0773615982052848 0.100533870990643 0.0511792017492794 Nordrhein-Westfalen West
0.499439621866581 0.24392111546574 0.0832213737269671 0.067133996505468 0.0728700410015802 Nordrhein-Westfalen West
0.55290782382783 0.211315322906244 0.0603243983358787 0.0545842329769867 0.0788175610441133 Nordrhein-Westfalen West
0.539099309689908 0.232708767059912 0.0690918830734017 0.0630775411811973 0.0660055760497705 Nordrhein-Westfalen West
0.476407630857893 0.274926997440086 0.0750993735286929 0.0810103297014292 0.0630394792698458 Nordrhein-Westfalen West
0.515353655212225 0.23845870147363 0.0704504273367221 0.0629219248592916 0.0740663534467553 Nordrhein-Westfalen West
0.419754077605746 0.308903724655851 0.0970473255476436 0.0940890928292192 0.0561323114358236 Nordrhein-Westfalen West
0.507263931514688 0.284069882365181 0.0566326568526184 0.0615000483023579 0.0625032511202431 Nordrhein-Westfalen West
0.513963996364326 0.286825912678432 0.0542931687253562 0.0627022997600194 0.0554440295823552 Nordrhein-Westfalen West
0.537534695039499 0.232033307237919 0.0570564372642517 0.05471496690627 0.0789054159846274 Nordrhein-Westfalen West
0.347354916020293 0.444294655126377 0.0552462080508502 0.0968941510527584 0.0358061595972621 Nordrhein-Westfalen West
0.504306190911863 0.281085696858798 0.0559926806953339 0.0652089051540104 0.0636962488563586 Nordrhein-Westfalen West
0.301770127649728 0.497358306230798 0.051361982748647 0.0997351878752041 0.0313468138987801 Nordrhein-Westfalen West
0.31465791215344 0.448996441840807 0.0711959477612429 0.109811476537773 0.0352605057435111 Nordrhein-Westfalen West
0.41320836850992 0.366603788518362 0.0647227205571971 0.0967180244829042 0.0380302870409455 Nordrhein-Westfalen West
0.352877294387837 0.355678331721154 0.133939433502068 0.103003400411847 0.0399859948133334 Nordrhein-Westfalen West
0.350973214178899 0.422890571725945 0.0604325928052734 0.105845266721698 0.0388149158382084 Nordrhein-Westfalen West
0.345428124425836 0.419316403966394 0.0663051406109939 0.102244319605365 0.0404768135227077 Nordrhein-Westfalen West
0.391815529508113 0.31780211905615 0.11955776219481 0.0851870809233762 0.0596202078108205 Nordrhein-Westfalen West
0.407419902550177 0.352141186100403 0.0663842354723994 0.0948338320124329 0.0500854483410854 Nordrhein-Westfalen West
0.410488616331902 0.348424659234799 0.0624053429997269 0.0958921965389676 0.0488802542393922 Nordrhein-Westfalen West
0.430508572168881 0.33098936216154 0.0648922540989506 0.0961436036217593 0.0445018641408398 Nordrhein-Westfalen West
0.338693614528412 0.420222612770943 0.0597305213825425 0.108060925600469 0.0408553016988869 Nordrhein-Westfalen West
0.275957011203371 0.498922021711623 0.0569509234771181 0.100982399357014 0.0370259746607219 Nordrhein-Westfalen West
0.458245041784719 0.298784552748744 0.0642960881883765 0.0855991524011333 0.0577426727935049 Nordrhein-Westfalen West
0.471878978506703 0.263747336315299 0.0853127999836605 0.0914060851153639 0.0588291361151393 Nordrhein-Westfalen West
0.491947102713973 0.251789207360641 0.092587820505312 0.0662036006700011 0.0695360359832734 Nordrhein-Westfalen West
0.53970975614815 0.224693543145945 0.0647759563597143 0.0542876304126883 0.077981429371461 Nordrhein-Westfalen West
0.482399862384444 0.249797717875369 0.102472620238406 0.0775298007759988 0.0632585579673673 Nordrhein-Westfalen West
0.507758773281237 0.247985734608652 0.0823078990671116 0.071254843087251 0.0652562984718462 Nordrhein-Westfalen West
0.502760040303388 0.266125991358261 0.0715014248360357 0.0777632855915388 0.0543106698892893 Nordrhein-Westfalen West
0.478986166029552 0.309741831604543 0.0544431909044109 0.0753146324632792 0.0539283875702378 Nordrhein-Westfalen West
0.374782881540168 0.390902876609478 0.0584286786870917 0.105483151607517 0.0444882728016406 Nordrhein-Westfalen West
0.336485566574062 0.466144156409643 0.0408257133920851 0.096492680563477 0.0359624430420891 Nordrhein-Westfalen West
0.390423017842373 0.366046319272126 0.0576450431289141 0.0945054945054945 0.0521682618456812 Nordrhein-Westfalen West
0.343004878405291 0.42633973433703 0.049009397477359 0.107544170579745 0.0439117380156279 Nordrhein-Westfalen West
0.398158324485095 0.367825941173183 0.0519717601475327 0.0951325373023117 0.0519096672441307 Nordrhein-Westfalen West
0.25285293217195 0.304034625381942 0.0349255326173739 0.0898050821512399 0.245481231578252 Sachsen East
0.31975337057884 0.258075090846952 0.065772495518682 0.0808938921554267 0.225251616413132 Sachsen East
0.325422538477338 0.23252038984185 0.0996336122650448 0.0762590023387861 0.225053500559851 Sachsen East
0.265246021167276 0.308571721521583 0.0405914989120157 0.092079929822163 0.226380486915707 Sachsen East
0.226533291031359 0.301899234209855 0.0339971010706132 0.0999695176952889 0.242912864154676 Sachsen East
0.203848653919073 0.327954877850604 0.0385136233140133 0.093331888846758 0.23964032284275 Sachsen East
0.201765771087053 0.336118256922802 0.0325486325377519 0.0989671171766315 0.237073420948325 Sachsen East
0.20099267454029 0.351364927492899 0.0415248916130961 0.108721782030199 0.19769771266258 Sachsen East
0.279311908731452 0.244025832167564 0.0709554197088452 0.166299369526474 0.197427003685747 Sachsen East
0.241667014091553 0.296845034603519 0.0898336529642291 0.110559284582673 0.194399858250646 Sachsen East
0.201843570564368 0.338059237571941 0.0320987159176743 0.121509882955328 0.212739219657623 Sachsen East
0.222304178166936 0.325193918340154 0.0343520986009327 0.103026553726087 0.231434995717141 Sachsen East
0.266689336147771 0.243502306512771 0.0550868390830409 0.0976498591711952 0.263847096488583 Sachsen East
0.243658708011774 0.313512084119108 0.0349962769918094 0.0957474199901184 0.231292753703871 Sachsen East
0.208618936495512 0.332870028310375 0.0261889260345723 0.0944557019436865 0.232964396228209 Sachsen East
0.256071604764254 0.293445626894073 0.0341038832898724 0.0929240961308056 0.255387976601593 Sachsen East
0.25119451836897 0.300590376556239 0.0380471689455814 0.102701049218439 0.229965433911474 Sachsen East
0.441448320739432 0.302061061606088 0.0748197235096479 0.097701225747334 0.0540298269611293 Hessen West
0.438820263623611 0.265002693056649 0.118885133735418 0.0821767000290022 0.0675572496493108 Hessen West
0.452463700427215 0.298480706622526 0.0673379397502644 0.0875722900668984 0.0592194733299449 Hessen West
0.450076703778566 0.285917449615823 0.0721147198830679 0.0987273098371773 0.0575311259324612 Hessen West
0.388778845201545 0.318906605922551 0.100673467366545 0.0937053438786627 0.0619561680272783 Hessen West
0.372931095946221 0.344870391118354 0.0750725707883479 0.1072774495824 0.0573818496638827 Hessen West
0.364154695354799 0.319861330267426 0.0998551124198572 0.123629580529925 0.0579960933146407 Hessen West
0.305324303490805 0.434660279704878 0.0607917630216936 0.105561061557097 0.048535403589913 Hessen West
0.295914105136299 0.373756325365142 0.098418915495176 0.155718677887414 0.0455700189675361 Hessen West
0.346847353727608 0.34612396246939 0.0913669951398824 0.124396504144764 0.0496567910363785 Hessen West
0.318522732550039 0.398046022384247 0.0877142061022616 0.125116100868434 0.040710769516556 Hessen West
0.3263449910057 0.321374646910512 0.133151761654662 0.133224005028139 0.0514878522767499 Hessen West
0.34396839866302 0.351000564309589 0.091244519685723 0.116535356166167 0.0546023787819595 Hessen West
0.272987256773186 0.40090456123111 0.0997033089555341 0.163898180168944 0.0361320558610654 Hessen West
0.310533064389139 0.295266232256807 0.155510231626937 0.129010730273468 0.0701629411897031 Hessen West
0.298776865054763 0.291466470345113 0.175120117792932 0.138406695598264 0.0647667389956603 Hessen West
0.392474534928367 0.301545596217693 0.107363602827696 0.106768853187181 0.051374323378178 Hessen West
0.320188868050021 0.3602813846329 0.108665040835525 0.125508571565532 0.0513994331561697 Hessen West
0.365417883465443 0.303807537199277 0.141482408566263 0.108146293978584 0.0525768321513002 Hessen West
0.346067685851974 0.35536165051196 0.0949721891357323 0.117242735845964 0.0481362896263837 Hessen West
0.353280721533258 0.365353519085199 0.0863971654050572 0.111599291351264 0.0426284425833468 Hessen West
0.283109219931095 0.32370031367306 0.0393441147734869 0.0839975317529696 0.223665603949195 Thueringen East
0.313081812993249 0.263938910865757 0.0429106558291184 0.0754823430621978 0.247393937008391 Thueringen East
0.285439502529511 0.265690872681282 0.0397673376897133 0.0798047533726813 0.268022765598651 Thueringen East
0.307949466218463 0.264526615197074 0.0441431790476894 0.0763363008385357 0.247004789873542 Thueringen East
0.308484448180617 0.226666266362435 0.0818902365798006 0.0758856731115648 0.258484448180617 Thueringen East
0.309210070231385 0.214533683868112 0.0661038912560059 0.0819419484543229 0.276691392522517 Thueringen East
0.276337745347588 0.267725832909101 0.0383435149046892 0.0888837038294021 0.265929916850501 Thueringen East
0.293657933205892 0.249195996851456 0.0365512200607219 0.0746542224221298 0.277780276622062 Thueringen East
0.302785815090959 0.247301503425077 0.039625207018991 0.0777682547251883 0.277569774260693 Thueringen East
0.35759845890411 0.386360231164384 0.0614940068493151 0.111654537671233 0.0509096746575342 Rheinland-Pfalz West
0.317819113447733 0.431080035227242 0.0597929065143711 0.121934295855462 0.0452750126764698 Rheinland-Pfalz West
0.351102340682271 0.381369209128061 0.0744738298255322 0.119687464583097 0.0481803212021414 Rheinland-Pfalz West
0.30526578132232 0.423982625413893 0.0566383024174885 0.137095453412611 0.0485705130487414 Rheinland-Pfalz West
0.385430930744014 0.336314093254215 0.0651894269471762 0.11831057996874 0.0599125828180976 Rheinland-Pfalz West
0.300416730977003 0.439172711838247 0.0574317024232135 0.128384009878068 0.0460564901991048 Rheinland-Pfalz West
0.361639532983237 0.360815218549917 0.0885924831051072 0.104830056209717 0.0577943903981581 Rheinland-Pfalz West
0.33827002678354 0.385476016557098 0.0667397126856586 0.124403457511566 0.0505417579741904 Rheinland-Pfalz West
0.333983036107104 0.339768971832571 0.119755056938519 0.128983905787982 0.0458577611344731 Rheinland-Pfalz West
0.37936285755019 0.334130409424939 0.0725015228689555 0.114960405407157 0.0529828790647641 Rheinland-Pfalz West
0.373594626477598 0.337277607915834 0.0697269903941065 0.104130052724077 0.0579242602980475 Rheinland-Pfalz West
0.330889076761159 0.375288278495718 0.0817301885815835 0.116513397401611 0.0485803182709617 Rheinland-Pfalz West
0.388809075879368 0.295558976113106 0.0705147939114076 0.103967846759022 0.0877772076848526 Rheinland-Pfalz West
0.323817245998731 0.369512797010506 0.0509483184093633 0.106338574349573 0.0860114221250793 Rheinland-Pfalz West
0.325749949667808 0.371610203098023 0.0795187632312657 0.120998590698611 0.0483921152332668 Rheinland-Pfalz West
0.200921464609594 0.58298048376892 0.0559205723463279 0.0844648853847277 0.026995019548677 Bayern West
0.213718077841089 0.525993018860115 0.0886025303182903 0.105241373601358 0.0272278252231619 Bayern West
0.223071680255137 0.520234819063296 0.0817108613461588 0.101823512769733 0.0313970834083485 Bayern West
0.232822337804544 0.497252385152741 0.101180156340299 0.108845089272136 0.0275268424734617 Bayern West
0.262910823512869 0.526524718365846 0.0574950108976058 0.076705083205789 0.0315516784476185 Bayern West
0.299096557114282 0.362330935633006 0.148147412205752 0.121037502152632 0.0402840148895866 Bayern West
0.285398177730446 0.384753283635073 0.136084487042954 0.130623594840847 0.0364335581587978 Bayern West
0.292016216957297 0.384872007468679 0.135121725108211 0.119942809764123 0.0388645518466048 Bayern West
0.284565177147839 0.36585671716659 0.162792086421154 0.118811171689787 0.0392752852937137 Bayern West
0.239570308966794 0.454112551809267 0.106507616427861 0.145991731799584 0.0256771783834977 Bayern West
0.207012835472579 0.547322053675613 0.0783955659276546 0.0936056009334889 0.025169194865811 Bayern West
0.191740884220616 0.522499900155757 0.0979372179400136 0.134040896201925 0.0227944406725508 Bayern West
0.197701193660323 0.575253195815454 0.0710166958507315 0.0823824459453392 0.0278306939393356 Bayern West
0.201907839382223 0.537023749916119 0.0847842582603354 0.10686171777811 0.0284111146097343 Bayern West
0.204784573778387 0.576584670099655 0.0374263697995777 0.0790019634720113 0.0374634164412996 Bayern West
0.216220475864393 0.554466799273921 0.0599939131096401 0.092455516787861 0.0303420614993315 Bayern West
0.228988228827921 0.548703033634101 0.0497412174231668 0.0923296538878456 0.0348936624986641 Bayern West
0.198620478755033 0.604772260070335 0.0411902618032313 0.0738519563038345 0.02519495081633 Bayern West
0.206315739223143 0.595078210779243 0.0332893082761803 0.0737711439619369 0.034148592524227 Bayern West
0.260602328091368 0.525344975822728 0.0531351183253352 0.0743001396367007 0.0350372262907248 Bayern West
0.260541249096704 0.483751883616319 0.0852038787091136 0.0896237248827816 0.0362046461602236 Bayern West
0.262896743773931 0.533957786146008 0.0382582829657289 0.0697699439891143 0.0375747602923958 Bayern West
0.300945823244552 0.507074757869249 0.0389603510895884 0.0639981840193705 0.036047215496368 Bayern West
0.237950822109238 0.505307287485505 0.0772009633395772 0.0906029792168406 0.034950792376535 Bayern West
0.284389222216973 0.480984551424387 0.061432103431442 0.0909985669517016 0.0342907985701013 Bayern West
0.32968258235936 0.454506634613864 0.0511474165335526 0.0818295402426102 0.0374195385029022 Bayern West
0.329507773136385 0.44098732469173 0.0502490561704205 0.0826766002038385 0.0438180956892468 Bayern West
0.266772256805039 0.517521824008251 0.047036723267892 0.0764963718737338 0.0359202917234521 Bayern West
0.290507652330814 0.470273949661547 0.0719961967942866 0.0779765216874564 0.0353147098705073 Bayern West
0.318166710020521 0.414535102170583 0.106383132460476 0.0952628688690425 0.0330500881528368 Bayern West
0.321288891483276 0.422668103013675 0.0804495836893245 0.0865894364814451 0.0418327221782945 Bayern West
0.336118888961241 0.35911238450797 0.124597541475838 0.0902664727630541 0.0519343332392756 Bayern West
0.353332792674565 0.400827207915244 0.074787852872004 0.0758273922307335 0.0486224260341942 Bayern West
0.320479032633129 0.452805430365309 0.0739643659959914 0.0789196850742467 0.0350637270643472 Bayern West
0.266648317524842 0.469794489611563 0.0779838527551942 0.105034722222222 0.0349480578139115 Bayern West
0.21822333495607 0.531127570299279 0.055903284883047 0.0920787259197441 0.0488096066022208 Bayern West
0.268408657764202 0.501556113118194 0.066344963006218 0.0853263345675289 0.0314816121973601 Bayern West
0.259049759062748 0.480452260653843 0.0665792105570781 0.0865036173059189 0.0531101037783637 Bayern West
0.279297218487443 0.427858241003909 0.111765406674949 0.0960906785574485 0.0386960986208735 Bayern West
0.279681637757599 0.443729269751509 0.105058180631831 0.0912606709803708 0.041134250448589 Bayern West
0.220240106432403 0.52956455632048 0.0742651096000338 0.101200532162014 0.0292319550618744 Bayern West
0.220454420497031 0.569365790631185 0.0512906861667033 0.0831867165163844 0.0272157466461403 Bayern West
0.234489076894366 0.516420003732462 0.0643227561401822 0.101409852567764 0.0321217913553926 Bayern West
0.209390817602572 0.529238373131662 0.0816530697314357 0.108045018757816 0.029952956589055 Bayern West
0.188543009962837 0.564829173536181 0.0665186660354875 0.102517643089948 0.0282126203185278 Bayern West
0.301680444410454 0.324707469182582 0.172459344647538 0.136945442915644 0.0389832511767282 Baden-Wuerttemberg West
0.339048288074697 0.329616051632165 0.126160735846157 0.118909109535413 0.0483758845008379 Baden-Wuerttemberg West
0.293417027981751 0.389406688019444 0.104259570129455 0.140155923335977 0.0304637534887074 Baden-Wuerttemberg West
0.317170267411996 0.379475751624112 0.114964496147454 0.118137180843028 0.0315606587097749 Baden-Wuerttemberg West
0.29148315365951 0.388586873061212 0.111367056727786 0.133548327651341 0.0289136644245831 Baden-Wuerttemberg West
0.314674616280982 0.380080211036524 0.0954811589851374 0.122811532659904 0.0400983693282147 Baden-Wuerttemberg West
0.292844188342248 0.384438347987787 0.111572809293143 0.13680295690902 0.0321001400399458 Baden-Wuerttemberg West
0.31953232884279 0.363893577193359 0.110203455365637 0.129217172492098 0.0357750023015313 Baden-Wuerttemberg West
0.319249305437433 0.379520326586154 0.0938991892045132 0.128678346657595 0.0326529455122753 Baden-Wuerttemberg West
0.323658692450891 0.395287710816593 0.0752410324803423 0.11636798088411 0.0383651468422661 Baden-Wuerttemberg West
